435207,0,"【10月】樱花庄的宠物女孩 13【千夏】","2013-01-08 00:53:22",52465,1440,1886543,99764,1712,424,5917,1013,0,6,0,1,0,2
52165,0,"【飙驰·漂移】头文字D【第1~4部】","2011-01-23 01:21:28",16773,102683,1880637,103336,1091,30223,2340,1129,0,171,0,122,0,2
212609,0,"【SP】罪恶王冠 01【千夏】","2012-02-07 16:29:10",5965,77,1880369,3898,1289,415,538,571,0,0,0,0,0,2
177727,0,"【10月】我的朋友很少 08【雪酷】","2011-11-25 03:48:17",119978,1470,1875544,67910,650,362,2526,715,0,0,0,0,0,2
352137,0,"雪姨迷幻电音首单MV《你有本事抢男人》","2012-09-05 07:44:32",328212,198,1874024,27401,2711,34274,9785,6339,0,3,0,7,0,1
423675,0,"【10月】樱花庄的宠物女孩 12【千夏】","2012-12-25 08:35:08",52465,1419,1860878,189363,1321,579,8173,1341,0,7,0,0,0,2
483637,0,"【1月】问题儿童都来自异世界？07【极影】","2013-02-23 00:03:09",374700,1437,1857055,45692,544,345,2161,598,0,6,0,0,0,2
443626,0,"【1月】我的朋友很少NEXT 02【动漫国&雪酷】","2013-01-18 01:00:53",274557,1470,1853980,84219,730,451,1590,561,0,2,0,3,0,2
418064,0,"【10月】樱花庄的宠物女孩 11【千夏】","2012-12-18 04:16:21",52465,1440,1847130,75012,802,402,4130,985,0,7,0,0,0,2
227058,0,"【国产】中华小子 01-26话（全）","2012-03-07 13:32:43",40375,37626,1843696,210610,8691,121744,12455,5664,0,944,0,402,0,2
186858,0,"【10月】我的朋友很少 11【雪酷】","2011-12-16 01:25:34",119978,1460,1819662,74768,765,323,1542,713,0,0,0,0,0,2
